date,sku,category,units_sold,order_value,channel,country,customer_segment,cost_per_unit,margin_pct,promo_flag,event,ad_spend,web_traffic,review_score,discontinued_flag,launch_date,discontinue_date,archetype
2023-01-15,Flagship Growth,Tech,,9553.144451154332,website,US,Young Pro,80,0.32,0,,366.1662343729536,1303.3171727796494,4.324523354822117,0,2021-01-01,,growth
2023-01-16,Flagship Growth,Tech,49.0,6576.8537147911475,website,US,Older Adult,80,0.32,0,,284.0010804844088,1127.9454020980281,4.238718739460035,0,2021-01-01,,growth
2023-01-17,Flagship Growth,Tech,50.0,6056.197593470127,mobile,US,Young Pro,80,0.32,0,,330.56711123186733,1087.3622036894208,4.422126384874222,0,2021-01-01,,growth
2023-01-18,Flagship Growth,Tech,44.0,5910.350725884499,website,US,Older Adult,80,0.32,0,,239.73384915180856,1142.0126475159018,4.2777324262542145,0,2021-01-01,,growth
2023-01-19,Flagship Growth,Tech,70.0,8473.801685271426,mobile,US,Young Pro,80,0.32,0,,337.26732523397385,1248.9298097462317,4.393250400562459,0,2021-01-01,,growth
2023-01-20,Flagship Growth,Tech,66.0,7760.799499220742,website,US,Young Pro,80,0.32,0,,343.0726481891607,1166.8480161979442,4.174845260133564,0,2021-01-01,,growth
2023-01-21,Flagship Growth,Tech,66.0,8892.361267577491,website,US,Older Adult,80,0.32,0,,279.7532764670017,1368.8154443323504,4.429313380122721,0,2021-01-01,,growth
2023-01-22,Flagship Growth,Tech,83.0,10516.993551695228,website,US,Family,80,0.32,0,,267.50200300309285,1091.4011720430203,4.529042444212049,0,2021-01-01,,growth
2023-01-23,Flagship Growth,Tech,68.0,8225.669764814611,mobile,US,Young Pro,80,0.32,0,,405.6286836677499,1234.2626088935283,4.356522956186639,0,2021-01-01,,growth
2023-01-24,Flagship Growth,Tech,75.0,8845.96405408975,website,US,Young Pro,80,0.32,0,,356.2751667815774,871.9098765442903,4.327129639841913,0,2021-01-01,,growth
2023-01-25,Flagship Growth,Tech,68.0,8592.647371136312,website,US,Family,80,0.32,0,,286.4594985055601,1055.5771300584793,4.390697261310232,0,2021-01-01,,growth
2023-01-26,Flagship Growth,Tech,64.0,8595.497615171347,website,US,Older Adult,80,0.32,0,,344.13487518958925,998.3444288984764,4.269716097146689,0,2021-01-01,,growth
2023-01-27,Flagship Growth,Tech,66.0,8532.170502778017,mobile,US,Family,80,0.32,0,,327.7233825393866,1272.9947356220302,4.375348881702745,0,2021-01-01,,growth
2023-01-28,Flagship Growth,Tech,99.0,11677.082295155013,website,US,Young Pro,80,0.32,0,,363.05937433265575,1255.3449049429178,4.328888640816971,0,2021-01-01,,growth
2023-01-29,Flagship Growth,Tech,90.0,10599.011194509416,website,US,Young Pro,80,0.32,0,,351.8740709461224,882.5432273751243,4.250886196294449,0,2021-01-01,,growth
2023-01-30,Flagship Growth,Tech,67.0,8116.946050289589,mobile,US,Young Pro,80,0.32,0,,355.9967318836086,1139.2593555012086,4.432283529276673,0,2021-01-01,,growth
2023-01-31,Flagship Growth,Tech,85.0,10044.91324108634,website,US,Young Pro,80,0.32,0,,385.89073245745135,1056.7606567976354,4.4245662054317005,0,2021-01-01,,growth
2023-02-01,Flagship Growth,Tech,77.0,9068.42488711096,website,US,Young Pro,80,0.32,0,,306.81776406792125,1341.2273879961217,4.2529945067812704,0,2021-01-01,,growth
2023-02-02,Flagship Growth,Tech,29.0,3429.106136230522,website,US,Young Pro,80,0.32,0,,339.2761559585338,1018.2764097871058,4.454141651654202,0,2021-01-01,,growth
2023-02-03,Flagship Growth,Tech,76.0,8968.414975116617,website,US,Young Pro,80,0.32,0,,338.8095020160056,1209.8919430936087,4.352320584533707,0,2021-01-01,,growth
2023-02-04,Flagship Growth,Tech,93.0,10743.197635784389,website,CA,Young Pro,80,0.32,0,,460.0143660091362,1184.3041953241054,4.297202054074661,0,2021-01-01,,growth
2023-02-05,Flagship Growth,Tech,73.0,9421.622145603935,mobile,US,Family,80,0.32,0,,303.81193381384276,1290.1623609245803,4.293068266487427,0,2021-01-01,,growth
2023-02-06,Flagship Growth,Tech,73.0,8640.921641976587,website,US,Young Pro,80,0.32,0,,337.93904441018117,1356.012273335218,4.506735586849995,0,2021-01-01,,growth
2023-02-07,Flagship Growth,Tech,52.0,6826.287471892866,website,CA,Older Adult,80,0.32,0,,360.10047010790345,1578.5753257758738,4.138930009681959,0,2021-01-01,,growth
2023-02-08,Flagship Growth,Tech,54.0,6675.959498159582,website,CA,Family,80,0.32,0,,352.9322951203833,1191.495997939195,4.307070215628295,0,2021-01-01,,growth
2023-02-09,Flagship Growth,Tech,78.0,9625.23466856707,amazon,US,Young Pro,80,0.32,0,,342.93817024056625,1316.8633123205216,4.147798951660603,0,2021-01-01,,growth
2023-02-10,Flagship Growth,Tech,60.0,7081.75089917377,website,US,Young Pro,80,0.32,0,,373.2197740554801,1124.9704218135112,4.3624022024808715,0,2021-01-01,,growth
2023-02-11,Flagship Growth,Tech,80.0,9635.35330591503,mobile,US,Young Pro,80,0.32,0,,370.9289504974095,1044.9871646559093,4.139331158705948,0,2021-01-01,,growth
2023-02-12,Flagship Growth,Tech,92.0,11110.34799214721,mobile,US,Young Pro,80,0.32,0,,418.8132550166812,1231.357636563368,4.273148426962501,0,2021-01-01,,growth
2023-02-13,Flagship Growth,Tech,77.0,9085.273880693694,mobile,CA,Young Pro,80,0.32,0,,325.69468388751915,1300.3175113002019,4.121346140999522,0,2021-01-01,,growth
2023-02-14,Flagship Growth,Tech,59.0,7911.07396603952,website,US,Older Adult,80,0.32,0,,314.6262637437003,1327.378643420601,4.1882015397977295,0,2021-01-01,,growth
2023-02-15,Flagship Growth,Tech,71.0,9169.151251209312,mobile,US,Family,80,0.32,0,,380.08242211364234,1499.5937597683549,4.323985873869163,0,2021-01-01,,growth
2023-02-16,Flagship Growth,Tech,72.0,8458.008676035735,website,US,Young Pro,80,0.32,0,,476.068244838233,1019.9235515582608,4.125745657155375,0,2021-01-01,,growth
2023-02-17,Flagship Growth,Tech,58.0,7766.241146514063,website,US,Older Adult,80,0.32,0,,270.94812057283644,1481.5460725552284,4.119124126867462,0,2021-01-01,,growth
2023-02-18,Flagship Growth,Tech,103.0,12813.510184009907,amazon,US,Young Pro,80,0.32,0,,392.355228202091,1145.7341180968037,4.553599890931208,0,2021-01-01,,growth
2023-02-19,Flagship Growth,Tech,91.0,10741.781513346825,website,US,Young Pro,80,0.32,0,,341.21324113372066,1109.0382523863937,4.367660913982429,0,2021-01-01,,growth
2023-02-20,Flagship Growth,Tech,72.0,8499.457637474285,website,US,Young Pro,80,0.32,0,,255.2612295900642,1235.2061256459897,4.370409665646809,0,2021-01-01,,growth
2023-02-21,Flagship Growth,Tech,69.0,8133.575380737165,website,US,Young Pro,80,0.32,0,,498.25680148341416,1454.6251589275919,4.298109229178188,0,2021-01-01,,growth
2023-02-22,Flagship Growth,Tech,78.0,9179.734099644584,website,US,Young Pro,80,0.32,0,,391.8398033512309,1566.1410413756853,4.217781953191631,0,2021-01-01,,growth
2023-02-23,Flagship Growth,Tech,74.0,8706.115019221617,website,US,Young Pro,80,0.32,0,,353.0773612350557,1449.6380550513497,4.201336259043072,0,2021-01-01,,growth
2023-02-24,Flagship Growth,Tech,65.0,7838.123230309786,mobile,US,Young Pro,80,0.32,0,,298.7122190734223,1269.6791779905675,4.199285146441415,0,2021-01-01,,growth
2023-02-25,Flagship Growth,Tech,85.0,9971.14987621389,website,US,Young Pro,80,0.32,0,,344.38965120416293,1054.8241582983276,4.055749381069454,0,2021-01-01,,growth
2023-02-26,Flagship Growth,Tech,100.0,11793.269322062577,website,US,Young Pro,80,0.32,0,,351.33438907252525,1486.6845731214535,4.321394618765952,0,2021-01-01,,growth
2023-02-27,Flagship Growth,Tech,54.0,7237.300390346061,website,US,Older Adult,80,0.32,0,,365.02237173597814,1609.5213761006214,4.16511802951715,0,2021-01-01,,growth
2023-02-28,Flagship Growth,Tech,73.0,8423.785180246032,website,CA,Young Pro,80,0.32,0,,469.14791721033225,1406.505349025329,4.243454034170588,0,2021-01-01,,growth
2023-03-01,Flagship Growth,Tech,79.0,10454.295319908413,amazon,US,Family,80,0.32,0,,298.08209382451537,1147.1686294885642,4.4155912179145025,0,2021-01-01,,growth
2023-03-02,Flagship Growth,Tech,64.0,8624.890052162767,website,US,Older Adult,80,0.32,0,,310.1732084154603,1292.8656872195502,4.440930265476636,0,2021-01-01,,growth
2023-03-03,Flagship Growth,Tech,75.0,9481.261585493588,website,US,Family,80,0.32,0,,326.13787026997693,1051.792432779707,4.412288770526792,0,2021-01-01,,growth
2023-03-04,Flagship Growth,Tech,88.0,10382.038677764001,website,US,Young Pro,80,0.32,0,,231.63208883505533,1151.483265780027,4.340527705110225,0,2021-01-01,,growth
2023-03-05,Flagship Growth,Tech,81.0,10510.775772671339,mobile,US,Family,80,0.32,0,,446.2913042188434,1340.5846482075265,4.564504237953865,0,2021-01-01,,growth
2023-03-06,Flagship Growth,Tech,55.0,7542.018339750836,mobile,US,Older Adult,80,0.32,0,,239.91290408946782,1349.9031062810802,4.225092382272416,0,2021-01-01,,growth
2023-03-07,Flagship Growth,Tech,68.0,8574.5444711988,website,US,Family,80,0.32,0,,328.0752523973103,1344.1983438123586,4.284956023357466,0,2021-01-01,,growth
2023-03-08,Flagship Growth,Tech,64.0,8625.516495466238,website,US,Older Adult,80,0.32,0,,398.87913566191804,1289.6238021503784,4.44457936640831,0,2021-01-01,,growth
2023-03-09,Flagship Growth,Tech,86.0,10118.972571367567,website,US,Young Pro,80,0.32,0,,446.9543056771541,1087.677442106586,4.206550498037393,0,2021-01-01,,growth
2023-03-10,Flagship Growth,Tech,62.0,8323.171168255434,website,US,Older Adult,80,0.32,0,,414.5506628948894,1296.7090715320778,4.247364834586279,0,2021-01-01,,growth
2023-03-11,Flagship Growth,Tech,83.0,10522.009875503745,website,US,Family,80,0.32,0,,452.1801840275096,932.3056604508706,4.553048047394334,0,2021-01-01,,growth
2023-03-12,Flagship Growth,Tech,107.0,12645.316442754127,website,US,Young Pro,80,0.32,0,,441.31935493367394,1357.5029598185524,4.426724188509375,0,2021-01-01,,growth
2023-03-13,Flagship Growth,Tech,71.0,8572.276243007553,mobile,US,Young Pro,80,0.32,0,,275.48280483436383,1366.326188896078,4.261386510178079,0,2021-01-01,,growth
2023-03-14,Flagship Growth,Tech,71.0,8556.867113427648,mobile,US,Young Pro,80,0.32,0,,526.2436463622166,1111.1846481073608,4.17139846385092,0,2021-01-01,,growth
2023-03-15,Flagship Growth,Tech,58.0,7745.39472321952,website,US,Older Adult,80,0.32,0,,436.1815493680927,1216.232990081341,3.985129421783048,0,2021-01-01,,growth
2023-03-16,Flagship Growth,Tech,81.0,9562.382075986441,website,US,Young Pro,80,0.32,0,,295.0633349127471,1303.7021877942284,4.3729923740029335,0,2021-01-01,,growth
2023-03-17,Flagship Growth,Tech,78.0,9014.163227257393,website,CA,Young Pro,80,0.32,0,,336.4869066064552,1272.1563928055396,4.317992825541493,0,2021-01-01,,growth
2023-03-18,Flagship Growth,Tech,103.0,12110.953638450368,website,US,Young Pro,80,0.32,0,,423.57213932493073,1464.6506004404002,4.172381517877732,0,2021-01-01,,growth
2023-03-19,Flagship Growth,Tech,90.0,10632.340922380847,website,US,Young Pro,80,0.32,0,,442.2068167921068,1195.4379935882139,4.4082765779095485,0,2021-01-01,,growth
2023-03-20,Flagship Growth,Tech,75.0,9467.835095269102,website,US,Family,80,0.32,0,,347.451331729627,1186.3873009879474,4.341182747531068,0,2021-01-01,,growth
2023-03-21,Flagship Growth,Tech,87.0,10216.577917609497,website,US,Young Pro,80,0.32,0,,385.0332970175831,1301.233175776424,4.108570287172827,0,2021-01-01,,growth
2023-03-22,Flagship Growth,Tech,88.0,10379.16924127983,website,US,Young Pro,80,0.32,0,,484.6474730685247,1245.4265410885282,4.326669631180989,0,2021-01-01,,growth
2023-03-23,Flagship Growth,Tech,82.0,9676.029380528564,website,US,Young Pro,80,0.32,0,,355.6521510309062,1289.312805751396,4.35015227712975,0,2021-01-01,,growth
2023-03-24,Flagship Growth,Tech,76.0,9198.092200616806,mobile,US,Young Pro,80,0.32,0,,359.2905193113876,1535.7913091937194,4.382146152273978,0,2021-01-01,,growth
2023-03-25,Flagship Growth,Tech,100.0,11789.10082184788,website,US,Young Pro,80,0.32,0,,280.4116019923183,1206.441619420091,4.303678492853492,0,2021-01-01,,growth
2023-03-26,Flagship Growth,Tech,101.0,12151.60819914018,mobile,US,Young Pro,80,0.32,0,,385.6766177300758,1385.8876903862813,4.085858339865505,0,2021-01-01,,growth
2023-03-27,Flagship Growth,Tech,71.0,8580.081820413874,mobile,US,Young Pro,80,0.32,0,,296.10587875819766,1011.0963511270611,4.306970438693188,0,2021-01-01,,growth
2023-03-28,Flagship Growth,Tech,69.0,8532.227471267885,website,CA,Family,80,0.32,0,,339.5418178769229,1260.3069231432382,4.317847610324484,0,2021-01-01,,growth
2023-03-29,Flagship Growth,Tech,83.0,9750.416091204124,website,US,Young Pro,80,0.32,0,,362.25143148854096,1293.7323460457806,4.126829382671717,0,2021-01-01,,growth
2023-03-30,Flagship Growth,Tech,71.0,8973.572800308844,website,US,Family,80,0.32,0,,375.28116402897695,1165.3049141152428,4.400979862199008,0,2021-01-01,,growth
2023-03-31,Flagship Growth,Tech,75.0,10481.314152866913,amazon,US,Older Adult,80,0.32,0,,311.11289844910306,1053.5049549740231,4.111019775556722,0,2021-01-01,,growth
2023-04-01,Flagship Growth,Tech,73.0,9790.046497279032,website,US,Older Adult,80,0.32,0,,396.10006184554254,1438.8681975686507,4.197233373511033,0,2021-01-01,,growth
2023-04-02,Flagship Growth,Tech,78.0,9422.475236303113,mobile,US,Young Pro,80,0.32,0,,362.87049594565144,1274.5929577222873,4.288204820873327,0,2021-01-01,,growth
2023-04-03,Flagship Growth,Tech,74.0,8542.740149187126,website,CA,Young Pro,80,0.32,0,,301.0080366269243,1250.1006233826,4.264321061838505,0,2021-01-01,,growth
2023-04-04,Flagship Growth,Tech,48.0,6584.256110569625,mobile,US,Older Adult,80,0.32,0,,400.6108007843267,1106.428548378258,4.241288393993019,0,2021-01-01,,growth
2023-04-05,Flagship Growth,Tech,73.0,8615.877387014321,website,US,Young Pro,80,0.32,0,,350.78195998038694,1201.6693417791546,4.360929992891606,0,2021-01-01,,growth
2023-04-06,Flagship Growth,Tech,80.0,9419.93506963242,website,US,Young Pro,80,0.32,0,,399.65940360648534,1321.1252898304328,4.24340505742223,0,2021-01-01,,growth
2023-04-07,Flagship Growth,Tech,74.0,8935.803841394181,mobile,US,Young Pro,80,0.32,0,,534.3471169837491,1062.720256558499,4.268775643935759,0,2021-01-01,,growth
2023-04-08,Flagship Growth,Tech,100.0,12584.302124309954,website,US,Family,80,0.32,0,,292.3055152887847,1540.3617675340981,4.184377596558221,0,2021-01-01,,growth
2023-04-09,Flagship Growth,Tech,79.0,10808.31029246788,mobile,US,Older Adult,80,0.32,0,,421.70198086963364,1141.621580744933,4.1107065170733925,0,2021-01-01,,growth
2023-04-10,Flagship Growth,Tech,93.0,10965.398816861998,website,US,Young Pro,80,0.32,0,,329.5382786207532,1403.4451817023212,4.31069351791773,0,2021-01-01,,growth
2023-04-11,Flagship Growth,Tech,71.0,9159.097398832004,mobile,US,Family,80,0.32,0,,472.6777285103881,1301.7555853098588,4.269025590116422,0,2021-01-01,,growth
2023-04-12,Flagship Growth,Tech,66.0,7738.194429490758,website,US,Young Pro,80,0.32,0,,340.99115200800566,1311.6151480590634,4.029282311114725,0,2021-01-01,,growth
2023-04-13,Flagship Growth,Tech,66.0,8852.532024487104,website,US,Older Adult,80,0.32,0,,506.875715907718,1046.7540530390525,4.204334269099143,0,2021-01-01,,growth
2023-04-14,Flagship Growth,Tech,89.0,10520.695051724113,website,US,Young Pro,80,0.32,0,,492.99858252076103,1377.2167177256138,4.439274123401652,0,2021-01-01,,growth
2023-04-15,Flagship Growth,Tech,92.0,10901.386490984834,website,US,Young Pro,80,0.32,0,,323.8110037828976,1378.5168934287904,4.5596658550929785,0,2021-01-01,,growth
2023-04-16,Flagship Growth,Tech,70.0,9371.889640887335,website,US,Older Adult,80,0.32,0,,341.7010907696645,1478.339472733262,4.1129460824200095,0,2021-01-01,,growth
2023-04-17,Flagship Growth,Tech,86.0,10167.786609406527,website,US,Young Pro,80,0.32,0,,384.77305298817254,1266.0770848130942,4.447782662764804,0,2021-01-01,,growth
2023-04-18,Flagship Growth,Tech,74.0,8723.178823859065,website,US,Young Pro,80,0.32,0,,319.60064980794016,1455.1147739843723,4.299337839731122,0,2021-01-01,,growth
2023-04-19,Flagship Growth,Tech,47.0,6350.582822266637,mobile,CA,Older Adult,80,0.32,0,,408.69695525078896,1087.923107750974,4.49822454874721,0,2021-01-01,,growth
2023-04-20,Flagship Growth,Tech,88.0,10382.942253042598,website,US,Young Pro,80,0.32,0,,460.0710747480174,1418.0106388961938,4.344891562989817,0,2021-01-01,,growth
2023-04-21,Flagship Growth,Tech,79.0,9322.277098600509,website,US,Young Pro,80,0.32,0,,415.90058598411747,1302.1659002560687,4.351490720319188,0,2021-01-01,,growth
2023-04-22,Flagship Growth,Tech,90.0,10591.777796609489,website,US,Young Pro,80,0.32,0,,290.09492560222725,1469.0218550355469,4.21672848398925,0,2021-01-01,,growth
2023-04-23,Flagship Growth,Tech,107.0,12347.206507135454,website,CA,Young Pro,80,0.32,0,,430.3603063388319,1291.9937579045593,4.243512927070071,0,2021-01-01,,growth
2023-04-24,Flagship Growth,Tech,69.0,8330.08490911518,mobile,US,Young Pro,80,0.32,0,,353.33916481222474,1042.9304040476645,4.257067322360567,0,2021-01-01,,growth
2023-04-25,Flagship Growth,Tech,83.0,10265.325639042427,amazon,US,Young Pro,80,0.32,0,,422.0129606908796,1256.771458339869,4.260394682650953,0,2021-01-01,,growth
2023-04-26,Flagship Growth,Tech,70.0,9048.427210025939,mobile,US,Family,80,0.32,0,,411.66788719248495,1295.1917154740947,4.370666200404743,0,2021-01-01,,growth
2023-04-27,Flagship Growth,Tech,84.0,9938.458140211185,website,US,Young Pro,80,0.32,0,,387.65281839955645,1289.313542438648,4.483865590354204,0,2021-01-01,,growth
2023-04-28,Flagship Growth,Tech,76.0,9555.765390530356,website,US,Family,80,0.32,0,,492.673479941477,1376.1776270881976,4.140977508305475,0,2021-01-01,,growth
2023-04-29,Flagship Growth,Tech,92.0,11609.715567486795,website,US,Family,80,0.32,0,,313.3452513560819,1048.298250055061,4.323213289129288,0,2021-01-01,,growth
2023-04-30,Flagship Growth,Tech,89.0,10800.562881351918,mobile,US,Young Pro,80,0.32,0,,343.86881868661544,1328.2115487414776,4.517777194569093,0,2021-01-01,,growth
2023-05-01,Flagship Growth,Tech,81.0,9523.68222504574,website,US,Young Pro,80,0.32,0,,441.13944420593,1414.968087502897,4.169937600548636,0,2021-01-01,,growth
2023-05-02,Flagship Growth,Tech,64.0,8598.25164979641,website,US,Older Adult,80,0.32,0,,371.06866148649146,1471.416231802551,4.285758650815148,0,2021-01-01,,growth
2023-05-03,Flagship Growth,Tech,77.0,9553.804761520165,website,CA,Family,80,0.32,0,,386.8926592123972,898.4887308488255,4.488040499838613,0,2021-01-01,,growth
2023-05-04,Flagship Growth,Tech,82.0,10347.688184885814,website,US,Family,80,0.32,0,,229.8288515927789,920.8844468349303,4.322720293782433,0,2021-01-01,,growth
2023-05-05,Flagship Growth,Tech,94.0,11085.590552813455,website,US,Young Pro,80,0.32,0,,356.29088672385296,1399.6830455662655,4.321021116443815,0,2021-01-01,,growth
2023-05-06,Flagship Growth,Tech,104.0,12218.038087167524,website,US,Young Pro,80,0.32,0,,384.9359029093893,1416.6595999912106,4.1294825677519,0,2021-01-01,,growth
2023-05-07,Flagship Growth,Tech,69.0,9471.028922791626,mobile,US,Older Adult,80,0.32,0,,416.32998530353507,1316.963605392708,4.273860697722715,0,2021-01-01,,growth
2023-05-08,Flagship Growth,Tech,79.0,9292.22629268916,website,US,Young Pro,80,0.32,0,,560.9069436834357,1225.1229328144655,4.189824992315104,0,2021-01-01,,growth
2023-05-09,Flagship Growth,Tech,61.0,7876.956949418862,mobile,US,Family,80,0.32,0,,325.3308733145477,1124.0122275411181,4.319121244150258,0,2021-01-01,,growth
2023-05-10,Flagship Growth,Tech,80.0,9454.589427560219,website,US,Young Pro,80,0.32,0,,441.22349852925026,1534.351729735756,4.427506333913665,0,2021-01-01,,growth
2023-05-11,Flagship Growth,Tech,93.0,10937.66765918968,website,US,Young Pro,80,0.32,0,,493.0957355058647,1198.1994315260624,4.183965109200146,0,2021-01-01,,growth
2023-05-12,Flagship Growth,Tech,78.0,9226.629979204754,website,US,Young Pro,80,0.32,0,,454.4461917402831,1110.061052453169,4.473304373872055,0,2021-01-01,,growth
2023-05-13,Flagship Growth,Tech,86.0,11535.595189340895,website,US,Older Adult,80,0.32,0,,370.6990259974466,1181.1801852513997,4.206405094552008,0,2021-01-01,,growth
2023-05-14,Flagship Growth,Tech,82.0,11033.051965677072,website,US,Older Adult,80,0.32,0,,404.0016879214257,1024.704332052543,4.360965825981538,0,2021-01-01,,growth
2023-05-15,Flagship Growth,Tech,67.0,8451.463339625467,website,US,Family,80,0.32,0,,452.12544232158723,1058.6060910352633,4.302830511100898,0,2021-01-01,,growth
2023-05-16,Flagship Growth,Tech,74.0,9323.657100347302,website,US,Family,80,0.32,0,,202.5907213846802,1258.5700294130536,4.24488845223041,0,2021-01-01,,growth
2023-05-17,Flagship Growth,Tech,83.0,10929.8473155861,amazon,US,Family,80,0.32,0,,364.67238345324427,1320.1183051965402,4.169719332229891,0,2021-01-01,,growth
2023-05-18,Flagship Growth,Tech,67.0,8112.837376516136,mobile,US,Young Pro,80,0.32,0,,205.12931074773132,942.7099621982376,4.406856716699787,0,2021-01-01,,growth
2023-05-19,Flagship Growth,Tech,83.0,9762.057812729101,website,US,Young Pro,80,0.32,0,,240.36881420340023,1627.7741059565642,4.186440607347797,0,2021-01-01,,growth
2023-05-20,Flagship Growth,Tech,94.0,11077.906970808102,website,US,Young Pro,80,0.32,0,,492.5096036698592,1221.4606385688053,4.286281516951525,0,2021-01-01,,growth
2023-05-21,Flagship Growth,Tech,106.0,12496.892459864155,website,US,Young Pro,80,0.32,0,,319.1359684431335,1371.8862506423297,4.305465051342122,0,2021-01-01,,growth
2023-05-22,Flagship Growth,Tech,75.0,9482.994903281004,website,US,Family,80,0.32,0,,333.9351683567254,1200.6651479431396,4.4214683351330395,0,2021-01-01,,growth
2023-05-23,Flagship Growth,Tech,55.0,7094.104461372734,mobile,US,Family,80,0.32,0,,340.00445236984143,1413.4715931783733,4.2621734509491365,0,2021-01-01,,growth
2023-05-24,Flagship Growth,Tech,66.0,7956.647688356297,mobile,US,Young Pro,80,0.32,0,,331.8395301913381,1104.9849250517987,4.186330636384728,0,2021-01-01,,growth
2023-05-25,Flagship Growth,Tech,69.0,8314.854047774552,mobile,US,Young Pro,80,0.32,0,,413.7797218308921,1313.273216265328,4.165542174679168,0,2021-01-01,,growth
2023-05-26,Flagship Growth,Tech,73.0,8613.764925145108,website,US,Young Pro,80,0.32,0,,285.6142283766235,1136.2243058075458,4.348631413516044,0,2021-01-01,,growth
2023-05-27,Flagship Growth,Tech,86.0,9923.748660046758,website,CA,Young Pro,80,0.32,0,,383.8483176728532,1253.2347697650714,4.242633845750742,0,2021-01-01,,growth
2023-05-28,Flagship Growth,Tech,70.0,9413.709704004836,website,US,Older Adult,80,0.32,0,,278.27910243936185,1190.5746676855501,4.335671982481884,0,2021-01-01,,growth
2023-05-29,Flagship Growth,Tech,90.0,11141.459382221008,amazon,US,Young Pro,80,0.32,0,,305.5159029051386,1362.4700644447264,4.307092459724103,0,2021-01-01,,growth
2023-05-30,Flagship Growth,Tech,97.0,12025.992925143826,amazon,US,Young Pro,80,0.32,0,,357.2394978288392,1250.5086818378727,4.3821010622103715,0,2021-01-01,,growth
2023-05-31,Flagship Growth,Tech,83.0,9798.50328813109,website,US,Young Pro,80,0.32,0,,320.15877644579217,1292.6490760364645,4.373059005490516,0,2021-01-01,,growth
2023-06-01,Flagship Growth,Tech,73.0,10234.171017324836,amazon,US,Older Adult,80,0.32,0,,351.16486616757715,1222.6618412670903,4.269329830356334,0,2021-01-01,,growth
2023-06-02,Flagship Growth,Tech,61.0,8555.142691955642,amazon,US,Older Adult,80,0.32,0,,375.8924406264137,1215.6949453300222,4.2886574470470835,0,2021-01-01,,growth
2023-06-03,Flagship Growth,Tech,88.0,10153.335448166728,website,CA,Young Pro,80,0.32,0,,255.60125398525508,1222.524005366543,4.236729655274351,0,2021-01-01,,growth
2023-06-04,Flagship Growth,Tech,99.0,12279.129624125331,amazon,US,Young Pro,80,0.32,0,,390.4277434884564,1239.9518042203529,4.4032716715080795,0,2021-01-01,,growth
2023-06-05,Flagship Growth,Tech,69.0,9111.474114127956,amazon,US,Family,80,0.32,0,,204.94680737952612,1330.5629930351702,4.308391543793747,0,2021-01-01,,growth
2023-06-06,Flagship Growth,Tech,49.0,6730.562570653637,mobile,US,Older Adult,80,0.32,0,,186.70417746574816,932.8556791137677,4.309294780201378,0,2021-01-01,,growth
2023-06-07,Flagship Growth,Tech,57.0,7681.381535858653,website,US,Older Adult,80,0.32,0,,442.7897740545639,1108.074545281337,4.439876157893618,0,2021-01-01,,growth
2023-06-08,Flagship Growth,Tech,73.0,9220.218174228985,website,US,Family,80,0.32,0,,426.21568491566734,1096.4453223672936,4.367619050663406,0,2021-01-01,,growth
2023-06-09,Flagship Growth,Tech,77.0,9715.782585266916,website,US,Family,80,0.32,0,,462.60854266134993,1278.043385062489,4.317824963447484,0,2021-01-01,,growth
2023-06-10,Flagship Growth,Tech,84.0,9843.182903888113,website,US,Young Pro,80,0.32,0,,274.9354131730095,1053.0967963580113,4.001818263719619,0,2021-01-01,,growth
2023-06-11,Flagship Growth,Tech,97.0,11995.166484349535,amazon,US,Young Pro,80,0.32,0,,411.69060538133493,1262.2801448727275,4.253468393211105,0,2021-01-01,,growth
2023-06-12,Flagship Growth,Tech,48.0,6600.96433420655,mobile,US,Older Adult,80,0.32,0,,311.7564345598034,891.9320768937469,4.368273283937471,0,2021-01-01,,growth
2023-06-13,Flagship Growth,Tech,79.0,9350.520419746661,website,US,Young Pro,80,0.32,0,,332.34836408803665,1072.5446803107216,4.503432637877614,0,2021-01-01,,growth
2023-06-14,Flagship Growth,Tech,66.0,7747.998997983804,website,US,Young Pro,80,0.32,0,,273.50093531019144,1086.926127620666,4.092417790047224,0,2021-01-01,,growth
2023-06-15,Flagship Growth,Tech,84.0,9890.645794981205,website,US,Young Pro,80,0.32,0,,177.46045522148583,1301.6233822407644,4.24195789127395,0,2021-01-01,,growth
2023-06-16,Flagship Growth,Tech,69.0,8688.30934506773,website,US,Family,80,0.32,0,,186.76929412329525,1228.3585582098112,4.213970901446362,0,2021-01-01,,growth
2023-06-17,Flagship Growth,Tech,93.0,10945.79957775726,website,US,Young Pro,80,0.32,0,,231.71483211268946,1074.2522348962555,4.221127102654144,0,2021-01-01,,growth
2023-06-18,Flagship Growth,Tech,77.0,9952.806087913445,mobile,US,Family,80,0.32,0,,240.2944161194926,976.4093771998567,4.368328142835945,0,2021-01-01,,growth
2023-06-19,Flagship Growth,Tech,73.0,8582.597332638023,website,US,Young Pro,80,0.32,0,,233.54247490152886,947.6219806105847,4.167176251659719,0,2021-01-01,,growth
2023-06-20,Flagship Growth,Tech,68.0,8001.503854763693,website,US,Young Pro,80,0.32,0,,288.5055590387989,1036.911111818501,4.209399092273081,0,2021-01-01,,growth
2023-06-21,Flagship Growth,Tech,61.0,7694.214974894735,website,US,Family,80,0.32,0,,380.52726383467393,1007.3733743931599,4.300220075536413,0,2021-01-01,,growth
