ds,yhat,yhat_lower,yhat_upper,sku,type
2021-07-15,17.15224319526983,6.385414631528298,27.16196729791224,Classic Seasonal,forecast
2021-07-16,17.084027557174018,6.62107573539804,27.73676550402524,Classic Seasonal,forecast
2021-07-17,21.623134258171305,11.600332656299335,32.0764539332656,Classic Seasonal,forecast
2021-07-18,20.381712521751407,10.084223921466634,31.330098566339707,Classic Seasonal,forecast
2021-07-19,15.414927596862906,4.957100752874672,25.419840580435267,Classic Seasonal,forecast
2021-07-20,13.927583608492068,3.2155910094046223,24.057568958371327,Classic Seasonal,forecast
2021-07-21,12.884747201922059,2.4789419389623824,23.64149213898892,Classic Seasonal,forecast
2021-07-22,12.117024734248563,2.0247186902405145,22.246620109060764,Classic Seasonal,forecast
2021-07-23,12.092663539510216,1.8698761990801116,22.730788992657715,Classic Seasonal,forecast
2021-07-24,16.688152968649398,5.939454747901892,27.340949902348136,Classic Seasonal,forecast
2021-07-25,15.514026823611502,4.920937968127993,25.7791757314938,Classic Seasonal,forecast
2021-07-26,10.623744449995993,-0.46902693511320215,21.33221565746244,Classic Seasonal,forecast
2021-07-27,9.220378846535386,-1.274456631882106,19.379480145894796,Classic Seasonal,forecast
2021-07-28,8.267304641173101,-2.40323738046579,18.503690459659943,Classic Seasonal,forecast
2021-07-29,7.593536488372635,-2.8434228702324207,18.194349442635286,Classic Seasonal,forecast
2021-07-30,7.665886323839107,-2.9520541952107586,17.4199292244897,Classic Seasonal,forecast
2021-07-31,12.359613266918853,1.7193369072995843,22.647455165056467,Classic Seasonal,forecast
2021-08-01,11.284266120142615,0.9734720555355987,22.006458361314884,Classic Seasonal,forecast
2021-08-02,6.492594358735676,-4.201593767840782,16.443039555347134,Classic Seasonal,forecast
2021-08-03,5.187254939226641,-4.86575595094801,16.142781236808208,Classic Seasonal,forecast
2021-08-04,4.3315071275969075,-5.7172177630927274,15.11733198334848,Classic Seasonal,forecast
2021-08-05,3.754545653828039,-6.006463220409306,13.606837747196636,Classic Seasonal,forecast
2021-08-06,3.92364079363335,-6.971685016420327,14.914628236464969,Classic Seasonal,forecast
2021-08-07,8.714759741440119,-1.3082906618978392,19.674531020044256,Classic Seasonal,forecast
2021-08-08,7.738370190883916,-2.656637773131023,18.351325390605474,Classic Seasonal,forecast
2021-08-09,3.0483033458046087,-7.726014435482093,13.588904541965423,Classic Seasonal,forecast
2021-08-10,1.8484053437442682,-8.809653068734754,11.778189194371441,Classic Seasonal,forecast
2021-08-11,1.1031712154195539,-10.027083829121247,11.549810392730071,Classic Seasonal,forecast
2021-08-12,0.643013819330978,-9.801695994301543,11.260390980174957,Classic Seasonal,forecast
2021-08-13,0.9363386252566244,-9.408190872118597,11.408792442814434,Classic Seasonal,forecast
2021-08-14,5.860101050482662,-4.34789909137205,15.883756991316893,Classic Seasonal,forecast
2021-08-15,5.02554959533331,-5.325219829047855,14.867227251357628,Classic Seasonal,forecast
2021-08-16,0.487034244305665,-10.189490755860234,10.337689496334216,Classic Seasonal,forecast
2021-08-17,-0.5513888033580514,-10.856428056483566,9.718804378972553,Classic Seasonal,forecast
2021-08-18,-1.1253601013869599,-11.241152503519894,9.285544579378724,Classic Seasonal,forecast
2021-08-19,-1.4049736304149256,-11.767489335452082,8.912037542442308,Classic Seasonal,forecast
2021-08-20,-0.9227151038419166,-11.98317355245409,9.7264582364163,Classic Seasonal,forecast
2021-08-21,4.197095602733654,-6.309581582590585,14.650787061262745,Classic Seasonal,forecast
2021-08-22,3.564061520678834,-6.762133716415408,13.376792511965737,Classic Seasonal,forecast
2021-08-23,-0.7694554512736325,-12.059785186852778,9.089232415504071,Classic Seasonal,forecast
2021-08-24,-1.6016891521319252,-12.315550780132096,8.86030259390087,Classic Seasonal,forecast
2021-08-25,-1.9708193359137915,-11.759485359192615,8.144339254957684,Classic Seasonal,forecast
2021-08-26,-2.0496648091568197,-11.681641397337074,8.477544628592993,Classic Seasonal,forecast
2021-08-27,-1.3735492316164049,-12.137684933264676,8.486365180416273,Classic Seasonal,forecast
2021-08-28,3.930335823774911,-7.022317100771103,14.595229135412321,Classic Seasonal,forecast
2021-08-29,3.4687717966856297,-6.802392332827119,13.756993055243662,Classic Seasonal,forecast
2021-08-30,-0.7085651334337655,-10.440900209916528,9.232457234870758,Classic Seasonal,forecast
2021-08-31,-1.4023736806626061,-11.750419751107733,8.981694099486127,Classic Seasonal,forecast
2021-09-01,-1.6529961837169296,-11.60826744447403,9.075997938281326,Classic Seasonal,forecast
2021-09-02,-1.6350365251707792,-11.281795599981796,9.731177562359099,Classic Seasonal,forecast
2021-09-03,-0.8851594979238868,-11.209541172259799,10.429316182015398,Classic Seasonal,forecast
2021-09-04,4.468601439063853,-6.39081315594507,14.148839003507254,Classic Seasonal,forecast
2021-09-05,4.032727209070558,-6.012665979728325,14.495442341516146,Classic Seasonal,forecast
2021-09-06,-0.14283790287066367,-10.127539461858913,10.247051538139456,Classic Seasonal,forecast
2021-09-07,-0.8579447665847972,-11.164436805399413,9.770662595775738,Classic Seasonal,forecast
2021-09-08,-1.1515139508259686,-11.438433029765166,9.300246865666127,Classic Seasonal,forecast
2021-09-09,-1.1961766752946623,-11.12101323385277,9.85169448858871,Classic Seasonal,forecast
2021-09-10,-0.5261141946888515,-11.334405962917351,9.820337719203799,Classic Seasonal,forecast
2021-09-11,4.7335782044823524,-5.772162623685579,14.567944126559052,Classic Seasonal,forecast
2021-09-12,4.192703064116689,-6.5951688941183555,15.396238451906,Classic Seasonal,forecast
2021-09-13,-0.09517463960822425,-9.71059704821572,10.36972919187805,Classic Seasonal,forecast
2021-09-14,-0.9260813680596272,-10.67840739387009,9.56776534596978,Classic Seasonal,forecast
2021-09-15,-1.335013314601646,-10.796612039518273,9.52219399765737,Classic Seasonal,forecast
2021-09-16,-1.4906866026631747,-12.4147263321274,8.83424785064144,Classic Seasonal,forecast
2021-09-17,-0.9234882815264136,-11.48198288196903,10.291175686292917,Classic Seasonal,forecast
2021-09-18,4.2450489705421575,-5.609782575489495,14.77507452904706,Classic Seasonal,forecast
2021-09-19,3.6279522213272557,-6.3620466623298935,14.047185644233686,Classic Seasonal,forecast
2021-09-20,-0.7184261106092791,-11.562219427970012,9.881630127809755,Classic Seasonal,forecast
2021-09-21,-1.5878505355968997,-11.862671622699603,9.08823353271591,Classic Seasonal,forecast
2021-09-22,-2.013655740114814,-11.479624763209447,9.500865242039952,Classic Seasonal,forecast
2021-09-23,-2.163555759855168,-12.86025252633819,8.809694348198281,Classic Seasonal,forecast
2021-09-24,-1.5676358703082904,-11.93982781255973,8.75923850475714,Classic Seasonal,forecast
2021-09-25,3.652151507670009,-6.993398080920577,13.566626574204344,Classic Seasonal,forecast
2021-09-26,3.1076917371191968,-8.00174858971634,13.105657125898718,Classic Seasonal,forecast
2021-09-27,-1.146505644397596,-12.084170688171737,9.1476058630938,Classic Seasonal,forecast
2021-09-28,-1.9067073263990473,-12.741672832852013,8.828526987413538,Classic Seasonal,forecast
2021-09-29,-2.2093472633484197,-12.838806291315825,8.251559932735649,Classic Seasonal,forecast
2021-09-30,-2.2257546789000386,-12.224848845529403,9.44109993043951,Classic Seasonal,forecast
2021-10-01,-1.4900477814542832,-10.9725398307484,9.484206335441948,Classic Seasonal,forecast
2021-10-02,3.871483023066709,-6.134763453485468,14.336321394233973,Classic Seasonal,forecast
2021-10-03,3.4662043108716425,-6.753624868465296,13.775529804223508,Classic Seasonal,forecast
2021-10-04,-0.655941515830758,-10.56752919419957,9.691938481541502,Classic Seasonal,forecast
2021-10-05,-1.2956996318529264,-12.370197472268462,9.140797087763245,Classic Seasonal,forecast
2021-10-06,-1.493756144372412,-11.681704861184452,8.66476851336449,Classic Seasonal,forecast
2021-10-07,-1.4253316853851317,-11.67478223539244,8.573988911815874,Classic Seasonal,forecast
2021-10-08,-0.6279479235848235,-11.59726027993003,10.33323352536953,Classic Seasonal,forecast
2021-10-09,4.7693054123473715,-5.663957469910983,15.60339306385534,Classic Seasonal,forecast
2021-10-10,4.371701333437919,-6.08186133076248,15.49371908577314,Classic Seasonal,forecast
2021-10-11,0.22787826184471882,-10.766470110899713,10.607201844332023,Classic Seasonal,forecast
2021-10-12,-0.46336008843343635,-10.714614674195392,10.436381915488123,Classic Seasonal,forecast
2021-10-13,-0.7422575613183824,-11.425438103937536,9.500717371509213,Classic Seasonal,forecast
2021-10-14,-0.7826830452517228,-11.22152638218857,10.029377226959037,Classic Seasonal,forecast
2021-10-15,-0.1199062383427183,-10.933484581197739,10.27462476789072,Classic Seasonal,forecast
2021-10-16,5.120100457432784,-5.059044225072463,15.310354812745864,Classic Seasonal,forecast
2021-10-17,4.546532699804768,-6.724164076217801,15.194514054269762,Classic Seasonal,forecast
2021-10-18,0.2126728639394102,-10.473745463020732,9.739096928153744,Classic Seasonal,forecast
2021-10-19,-0.6774162119593186,-10.217945649088584,10.361969058878742,Classic Seasonal,forecast
2021-10-20,-1.1582298062383423,-11.446643632785902,9.190593160903472,Classic Seasonal,forecast
2021-10-21,-1.3975410164565858,-11.95527745150925,8.85162278744517,Classic Seasonal,forecast
2021-10-22,-0.9243316059515969,-11.208631368615618,9.581114662598587,Classic Seasonal,forecast
2021-10-23,4.1417421919419155,-6.283404634538683,14.490681879547479,Classic Seasonal,forecast
2021-10-24,3.4160520446654132,-6.919981936659326,13.695386414997964,Classic Seasonal,forecast
2021-10-25,-1.0422521604998458,-11.440632088939315,9.006497188499065,Classic Seasonal,forecast
2021-10-26,-2.0237122511836567,-11.907070250857027,8.134624182540975,Classic Seasonal,forecast
2021-10-27,-2.5580548280985376,-12.622991101238526,8.006392023240029,Classic Seasonal,forecast
2021-10-28,-2.8090518885046194,-13.398076625302421,7.738368857724461,Classic Seasonal,forecast
2021-10-29,-2.302574991572069,-13.249334448044083,8.49858685802832,Classic Seasonal,forecast
2021-10-30,2.8438368378577543,-7.295971997680756,13.55208955181349,Classic Seasonal,forecast
2021-10-31,2.2466016841633305,-8.032846436709617,12.793258607589882,Classic Seasonal,forecast
2021-11-01,-2.0352059724267733,-12.651747622706777,7.777512819104459,Classic Seasonal,forecast
2021-11-02,-2.793347698514161,-13.381718800984347,7.726383287326938,Classic Seasonal,forecast
2021-11-03,-3.059907144282004,-12.853073785817635,7.480282061439179,Classic Seasonal,forecast
2021-11-04,-3.0021139023048597,-13.87640134485865,7.768969303731834,Classic Seasonal,forecast
2021-11-05,-2.1503317566908215,-12.753607530611944,8.103646374917213,Classic Seasonal,forecast
2021-11-06,3.372467092205671,-7.143602981125974,13.820191700430472,Classic Seasonal,forecast
2021-11-07,3.1764458891071072,-7.542626201162063,13.842038008928032,Classic Seasonal,forecast
2021-11-08,-0.6862553658572459,-10.748857703451982,9.715174418609795,Classic Seasonal,forecast
2021-11-09,-1.0148511113278005,-11.168194956193359,10.062082218579881,Classic Seasonal,forecast
2021-11-10,-0.8492198522499486,-11.688563796691012,9.209266388947157,Classic Seasonal,forecast
2021-11-11,-0.36454095810980647,-11.104378020260416,10.031275487050793,Classic Seasonal,forecast
2021-11-12,0.9009099654579629,-9.200116546147626,10.734572004067257,Classic Seasonal,forecast
2021-11-13,6.8164805161356625,-3.924801875308352,17.40108802355208,Classic Seasonal,forecast
2021-11-14,6.985074717318497,-3.6144629295109745,17.251144581440833,Classic Seasonal,forecast
2021-11-15,3.4521743750212686,-6.8336879062459035,13.740169160937002,Classic Seasonal,forecast
2021-11-16,3.4126738207580587,-7.084932915525418,13.520655260374092,Classic Seasonal,forecast
2021-11-17,3.8217176640771022,-6.331855525342388,14.160977761744354,Classic Seasonal,forecast
2021-11-18,4.500188841434564,-5.941298079206714,15.380902772332833,Classic Seasonal,forecast
2021-11-19,5.907012164857996,-4.187393995333867,15.916385521145639,Classic Seasonal,forecast
2021-11-20,11.909944038464051,1.381841113167289,22.21570249704841,Classic Seasonal,forecast
2021-11-21,12.111545353187616,1.644570551246258,22.720351429651373,Classic Seasonal,forecast
2021-11-22,8.558210761535605,-1.7112526489494484,18.578345580722427,Classic Seasonal,forecast
2021-11-23,8.446979280260273,-2.504579526576657,18.24155274227345,Classic Seasonal,forecast
2021-11-24,8.73631639972827,-1.081918158996283,19.287390532930498,Classic Seasonal,forecast
2021-11-25,9.251516385145983,-1.878175627291633,19.344744265564888,Classic Seasonal,forecast
2021-11-26,10.456892187872707,0.024840703713648753,19.95645282329512,Classic Seasonal,forecast
2021-11-27,16.226426595214345,5.100131083843371,27.011167730350525,Classic Seasonal,forecast
2021-11-28,16.169585268625394,5.982699263274815,26.29809328226352,Classic Seasonal,forecast
2021-11-29,12.340169086929127,2.1607485685875365,22.369868895392074,Classic Seasonal,forecast
2021-11-30,11.94293541979198,1.1647469715674958,22.118162128590473,Classic Seasonal,forecast
2021-12-01,11.944183524207972,2.4172183731572163,22.481430738077666,Classic Seasonal,forecast
2021-12-02,12.176957965603105,1.7042451787147508,22.245773901703675,Classic Seasonal,forecast
2021-12-03,13.11304275082598,2.770119480854167,23.531277607911587,Classic Seasonal,forecast
2021-12-04,18.633424992551948,8.664530768476254,29.136208438872256,Classic Seasonal,forecast
2021-12-05,18.353933713619412,7.5031981632018425,28.587369498263023,Classic Seasonal,forecast
2021-12-06,14.333935806048517,4.386576657981274,24.607305076512958,Classic Seasonal,forecast
2021-12-07,13.782822879416777,3.8356107481356294,24.42087622285469,Classic Seasonal,forecast
2021-12-08,13.670487700551018,2.9943294372875484,24.522508067653263,Classic Seasonal,forecast
2021-12-09,13.832446938498784,2.870328532014099,24.089268667785255,Classic Seasonal,forecast
2021-12-10,14.741784941975295,4.913850678283138,26.900899347947618,Classic Seasonal,forecast
2021-12-11,20.27959858011669,9.776806027938377,30.37696457365903,Classic Seasonal,forecast
2021-12-12,20.060649106318444,8.978331622791158,30.662161345897143,Classic Seasonal,forecast
2021-12-13,16.14210254120222,5.761174242562194,25.98400120203208,Classic Seasonal,forecast
2021-12-14,15.730090938554149,5.459723207694026,25.49707995326042,Classic Seasonal,forecast
2021-12-15,15.790291049020263,5.077644184383669,25.822729045702594,Classic Seasonal,forecast
2021-12-16,16.15317415724915,5.770055977225467,26.60698299195393,Classic Seasonal,forecast
2021-12-17,17.286098210024285,6.7843381487936965,27.97566908323199,Classic Seasonal,forecast
2021-12-18,23.06391808762053,13.244948795506039,33.68190864410949,Classic Seasonal,forecast
2021-12-19,23.094815346849266,12.959589160446106,33.908838156776014,Classic Seasonal,forecast
2021-12-20,19.429223976912233,8.8877556950462,30.31781962556303,Classic Seasonal,forecast
2021-12-21,19.26657939124386,8.389386930334918,29.795704402978885,Classic Seasonal,forecast
2021-12-22,19.566081986699515,9.593919617331087,30.26099327580578,Classic Seasonal,forecast
2021-12-23,20.152123963383538,9.540530234976854,31.329156956623518,Classic Seasonal,forecast
2021-12-24,21.486545681500537,11.207481984376184,31.87305758204908,Classic Seasonal,forecast
2021-12-25,27.439392942301772,16.18820654817087,38.12652292934917,Classic Seasonal,forecast
2021-12-26,27.614872554208922,17.130972847969876,38.53742115406498,Classic Seasonal,forecast
2021-12-27,24.06037936543874,13.564190644090184,34.32959219045026,Classic Seasonal,forecast
2021-12-28,23.973319324909816,13.065975404099774,33.86121446281747,Classic Seasonal,forecast
2021-12-29,24.31191801246732,12.90949123073328,33.87686139977835,Classic Seasonal,forecast
2021-12-30,24.90066226180886,14.705834175018913,35.890617792403475,Classic Seasonal,forecast
2021-12-31,26.20254093081269,15.427301532660234,36.4711351078054,Classic Seasonal,forecast
2022-01-01,32.08975683559774,21.65280307039905,43.39151367017947,Classic Seasonal,forecast
2022-01-02,32.169608669505145,21.20255088046453,42.27239748568304,Classic Seasonal,forecast
2022-01-03,28.49341833489577,18.709522120709867,38.45521621708028,Classic Seasonal,forecast
2022-01-04,28.26323121748297,18.088235493135727,38.586649469854684,Classic Seasonal,forecast
2022-01-05,28.442482447412342,17.67962172057517,38.396239240051585,Classic Seasonal,forecast
2022-01-06,28.861280905056482,18.1344564234395,39.42533969775112,Classic Seasonal,forecast
2022-01-07,29.988481575337513,19.789833816930532,40.54145464788189,Classic Seasonal,forecast
2022-01-08,35.70222309987799,25.425027943893888,45.804675833651245,Classic Seasonal,forecast
2022-01-09,35.615634329130884,25.233526264252358,46.4179551884251,Classic Seasonal,forecast
2022-01-10,31.78559028775618,21.52637131174852,42.61388626200844,Classic Seasonal,forecast
2022-01-11,31.419249947166726,20.92414891631379,42.310717019631035,Classic Seasonal,forecast
2022-01-12,31.484573413512265,20.218060307706068,42.11932042861439,Classic Seasonal,forecast
2022-01-13,31.815474494890456,21.46530461675929,42.33694774369771,Classic Seasonal,forecast
2022-01-14,32.88378291282335,22.712946784255372,43.19951857841098,Classic Seasonal,forecast
2022-01-15,38.569696063970795,27.954194952348796,49.41849685383742,Classic Seasonal,forecast
2022-01-16,38.48742648785426,27.80561504396601,47.87764132238845,Classic Seasonal,forecast
2022-01-17,34.6939270456853,24.217958375905884,45.554672994692424,Classic Seasonal,forecast
2022-01-18,34.39542697610658,23.024452280905372,44.99111054035708,Classic Seasonal,forecast
2022-01-19,34.55797641249529,23.313163930910232,44.28230509621997,Classic Seasonal,forecast
2022-01-20,35.012654439501304,24.11416287373892,45.63869848253833,Classic Seasonal,forecast
2022-01-21,36.22761330286732,25.446909880486615,47.4817711356255,Classic Seasonal,forecast
2022-01-22,42.078636269965585,31.84477270327162,52.33271303306106,Classic Seasonal,forecast
2022-01-23,42.174912215737166,31.210763670477327,53.63189195528791,Classic Seasonal,forecast
2022-01-24,38.56790527228872,26.691925337681653,48.70013279692734,Classic Seasonal,forecast
2022-01-25,38.458048561170784,27.763200987105716,48.58475055303996,Classic Seasonal,forecast
2022-01-26,38.80545508525792,28.348087657696954,49.960384700238365,Classic Seasonal,forecast
2022-01-27,39.43529611725858,28.319440806068485,49.58095764188582,Classic Seasonal,forecast
2022-01-28,40.81001486064494,29.8537574370946,50.90634842172905,Classic Seasonal,forecast
2022-01-29,46.80004808123312,36.20715983300763,56.163144225682956,Classic Seasonal,forecast
2022-01-30,47.00975415943931,35.75434168516772,57.32839486266901,Classic Seasonal,forecast
2022-01-31,43.486421581376206,33.16882031084106,53.42775460376934,Classic Seasonal,forecast
2022-02-01,43.427082993402976,33.0904479830132,54.22920671642127,Classic Seasonal,forecast
2022-02-02,43.7893245362474,33.6657486759502,54.02213955504235,Classic Seasonal,forecast
2022-02-03,44.39673806246876,33.60915511860906,55.081180460598254,Classic Seasonal,forecast
2022-02-04,45.71118198115137,34.85202733230933,55.67518313874055,Classic Seasonal,forecast
2022-02-05,51.60352215323532,40.95819005579373,61.67703456294931,Classic Seasonal,forecast
2022-02-06,51.679550802229194,41.0077109254118,62.48692196211352,Classic Seasonal,forecast
2022-02-07,47.98895777448186,37.64701873776731,58.8066507709597,Classic Seasonal,forecast
2022-02-08,47.73208037765054,36.96334885729242,57.66934812357078,Classic Seasonal,forecast
2022-02-09,47.87062337279295,37.27459563771185,58.1502997764809,Classic Seasonal,forecast
2022-02-10,48.23299928221452,38.315794806635495,58.62110604625468,Classic Seasonal,forecast
2022-02-11,49.28645793995567,38.82950164496834,59.73470556487465,Classic Seasonal,forecast
2022-02-12,54.90768042367532,44.13780065527178,65.53899998487697,Classic Seasonal,forecast
2022-02-13,54.70853947374647,43.41858824518089,65.05594585440949,Classic Seasonal,forecast
2022-02-14,50.74490518208811,40.49067343019486,60.46359789035402,Classic Seasonal,forecast
2022-02-15,50.22322680846793,40.25974125392199,61.65549944010042,Classic Seasonal,forecast
2022-02-16,50.11108697906518,40.51607629063948,60.60246259292679,Classic Seasonal,forecast
2022-02-17,50.24238302656369,39.85507015629107,60.27099934730432,Classic Seasonal,forecast
2022-02-18,51.08930878534311,40.52186047411577,61.07090426644956,Classic Seasonal,forecast
2022-02-19,56.53281603434682,46.529001307145776,66.83846971374534,Classic Seasonal,forecast
2022-02-20,56.18826130205903,46.29828436305661,66.73086111502911,Classic Seasonal,forecast
2022-02-21,52.114119880734115,42.363209826907706,63.28465703208401,Classic Seasonal,forecast
2022-02-22,51.51850034457219,40.85110951043979,61.847062522427265,Classic Seasonal,forecast
2022-02-23,51.369657571653946,40.703053932014754,61.709095343867325,Classic Seasonal,forecast
2022-02-24,51.501160035859286,41.24422047260711,62.42861161157062,Classic Seasonal,forecast
2022-02-25,52.38388492802184,41.75653373653017,62.74766362709735,Classic Seasonal,forecast
2022-02-26,57.896519779258895,47.91511406363137,69.4899571478954,Classic Seasonal,forecast
2022-02-27,57.65127504277645,47.357434566172884,68.54204693078731,Classic Seasonal,forecast
2022-02-28,53.70268750203619,43.894243306034035,64.6087301271314,Classic Seasonal,forecast
2022-03-01,53.254245197581454,42.549847617092155,62.8923110791776,Classic Seasonal,forecast
2022-03-02,53.269028684515504,43.2882747608651,63.48556887185952,Classic Seasonal,forecast
2022-03-03,53.57502073287615,43.360130901766475,64.72683892884194,Classic Seasonal,forecast
2022-03-04,54.63725400449745,45.07751828943103,65.55943105111713,Classic Seasonal,forecast
2022-03-05,60.328471102206734,49.390710817460636,71.30604119602265,Classic Seasonal,forecast
2022-03-06,60.25499703259393,49.93923313630805,70.78255777346052,Classic Seasonal,forecast
2022-03-07,56.46569954393586,45.78882437315651,66.42761748660453,Classic Seasonal,forecast
2022-03-08,56.1587637218952,45.6208710761224,66.5812489579078,Classic Seasonal,forecast
2022-03-09,56.29247159790036,45.68668192116447,66.76887722827891,Classic Seasonal,forecast
2022-03-10,56.69063516831627,46.090782114076426,67.83273909809262,Classic Seasonal,forecast
2022-03-11,57.81484909564121,47.74842231238624,67.75503871335896,Classic Seasonal,forecast
2022-03-12,63.53523476380339,52.731976629898654,74.6557807702568,Classic Seasonal,forecast
2022-03-13,63.456373615652254,53.59826309180212,74.39725521207859,Classic Seasonal,forecast
2022-03-14,59.62630378562413,49.319835930050154,70.20060018805837,Classic Seasonal,forecast
2022-03-15,59.24330566095955,49.22302316450667,70.31237755544372,Classic Seasonal,forecast
2022-03-16,59.26666709193218,49.07023031292757,69.34323347764214,Classic Seasonal,forecast
2022-03-17,59.52207732214269,49.139479550567884,70.04559852090854,Classic Seasonal,forecast
2022-03-18,60.47381726707895,50.297907146539394,70.85154066107977,Classic Seasonal,forecast
2022-03-19,65.99541980704988,55.561030204025144,76.30438657847658,Classic Seasonal,forecast
2022-03-20,65.69550059244122,55.557404218066026,76.28889953240912,Classic Seasonal,forecast
2022-03-21,61.62663644113813,51.62807444703047,72.00776749725625,Classic Seasonal,forecast
2022-03-22,60.992020433608495,50.71204099521672,71.14067398017995,Classic Seasonal,forecast
2022-03-23,60.75608820149206,50.7174014893901,71.53585549923002,Classic Seasonal,forecast
2022-03-24,60.7497684490624,50.13130475110138,70.83163050068092,Classic Seasonal,forecast
2022-03-25,61.442529382621146,51.44586149705606,71.6042419846823,Classic Seasonal,forecast
2022-03-26,66.7128987244274,56.76627972797585,76.9930992638155,Classic Seasonal,forecast
2022-03-27,66.17416166902937,56.26506754910075,76.85226420167758,Classic Seasonal,forecast
2022-03-28,61.88311746455449,51.21875952382016,72.27168431369871,Classic Seasonal,forecast
2022-03-29,61.04662696980954,49.60313362800062,71.06054331046838,Classic Seasonal,forecast
2022-03-30,60.63214848328772,50.23203972966139,71.30251486649692,Classic Seasonal,forecast
2022-03-31,60.47291716471466,49.404508236726755,70.90399938836362,Classic Seasonal,forecast
2022-04-01,61.039941427320315,50.6364767721408,71.76790914042752,Classic Seasonal,forecast
2022-04-02,66.21249506126807,55.66620996817728,76.60993730923234,Classic Seasonal,forecast
2022-04-03,65.60380988780801,54.02811944263057,75.49801814153535,Classic Seasonal,forecast
2022-04-04,61.26984942124473,50.87689626760616,72.1174714128024,Classic Seasonal,forecast
2022-04-05,60.415895051929596,49.76674026487641,70.29537240735814,Classic Seasonal,forecast
2022-04-06,60.00714060832196,49.55845971664857,69.6385992938075,Classic Seasonal,forecast
2022-04-07,59.873948629672995,48.94582339995976,70.55652491525574,Classic Seasonal,forecast
2022-04-08,60.48393925214798,50.11953962122821,71.35999700623555,Classic Seasonal,forecast
2022-04-09,65.71258758453827,55.48093788377811,75.88209652139822,Classic Seasonal,forecast
2022-04-10,65.16903116912701,55.24222479427919,75.2548825364456,Classic Seasonal,forecast
2022-04-11,60.904964577319994,50.60179293272079,71.19028986398163,Classic Seasonal,forecast
2022-04-12,60.121349105128914,50.23620590105121,70.75386447314092,Classic Seasonal,forecast
2022-04-13,59.77912985986881,49.635978568336064,69.90312036601708,Classic Seasonal,forecast
2022-04-14,59.70461009745527,48.27625973802488,69.96825970343444,Classic Seasonal,forecast
2022-04-15,60.36165040898044,49.50420154906552,71.21246127053352,Classic Seasonal,forecast
2022-04-16,65.62236563167524,55.01860473735692,76.95736907706501,Classic Seasonal,forecast
2022-04-17,65.09301842363536,55.427525083852764,75.83676269429829,Classic Seasonal,forecast
2022-04-18,60.82298433739355,50.04335591359581,70.96658802578646,Classic Seasonal,forecast
2022-04-19,60.01151463411505,48.53230236048159,70.46818344187076,Classic Seasonal,forecast
2022-04-20,59.61848794336402,49.18945726072592,70.8443569020049,Classic Seasonal,forecast
2022-04-21,59.46979999614663,48.91069180785706,70.52298656055595,Classic Seasonal,forecast
2022-04-22,60.02955898750871,49.555687884345026,71.2461375805533,Classic Seasonal,forecast
2022-04-23,65.17075994247641,54.50894205296207,75.65972793983292,Classic Seasonal,forecast
2022-04-24,64.50113808086459,53.46218412277543,75.77305148121275,Classic Seasonal,forecast
2022-04-25,60.07207756686394,49.890043752437066,70.67581545469955,Classic Seasonal,forecast
2022-04-26,59.08530388305367,48.69263073370005,68.74892386438059,Classic Seasonal,forecast
2022-04-27,58.50355331302727,48.35670642741966,69.51196823283718,Classic Seasonal,forecast
2022-04-28,58.1558714429612,47.799036962258434,68.7920533451503,Classic Seasonal,forecast
2022-04-29,58.50971113987247,47.37963679612554,68.80270679588715,Classic Seasonal,forecast
2022-04-30,63.44150641067573,53.77105245067305,74.56163052396494,Classic Seasonal,forecast
2022-05-01,62.562425203731294,52.70323070963296,72.853006962652,Classic Seasonal,forecast
2022-05-02,57.92718054834545,47.2195471043947,68.46763765831562,Classic Seasonal,forecast
2022-05-03,56.740631134880516,47.15267058232123,67.46966241941345,Classic Seasonal,forecast
2022-05-04,55.96836745301506,44.97791729158433,65.86822136554456,Classic Seasonal,forecast
2022-05-05,55.44193772461915,45.17091758759842,66.78851811884415,Classic Seasonal,forecast
2022-05-06,55.63088604436476,45.33966763486063,65.75849203040937,Classic Seasonal,forecast
2022-05-07,60.41328066137325,49.99314050311454,71.31454444547319,Classic Seasonal,forecast
2022-05-08,59.401436528249015,48.6422219366183,69.31662580791948,Classic Seasonal,forecast
2022-05-09,54.65071208634313,44.64197003880196,65.9028804886067,Classic Seasonal,forecast
2022-05-10,53.36611146399608,42.924831409193374,63.23769140365129,Classic Seasonal,forecast
2022-05-11,52.512887783258385,41.96170799797899,62.978623650485645,Classic Seasonal,forecast
2022-05-12,51.9218009158594,41.73832251407487,62.17510915609021,Classic Seasonal,forecast
2022-05-13,52.06120076564993,41.69846321478174,62.121984383324055,Classic Seasonal,forecast
2022-05-14,56.80761228308054,46.55840495255614,67.9970704008282,Classic Seasonal,forecast
2022-05-15,55.771524277586835,44.85369321013876,66.28854203465505,Classic Seasonal,forecast
2022-05-16,51.00625967221295,40.84480421693491,61.328225949269104,Classic Seasonal,forecast
2022-05-17,49.71465586468746,39.72950068371614,60.12554232876867,Classic Seasonal,forecast
2022-05-18,48.859748271102276,38.43979881008045,59.23605886241594,Classic Seasonal,forecast
2022-05-19,48.270107749829435,37.63772518451866,59.13539900736777,Classic Seasonal,forecast
2022-05-20,48.412000399086565,37.6865448373133,59.43222435946022,Classic Seasonal,forecast
2022-05-21,53.16004348993202,43.00538035109273,63.84548441450014,Classic Seasonal,forecast
