ds,yhat,yhat_lower,yhat_upper,sku,type
2024-12-05,7.82895121663499,3.9313146043556277,11.2492419989338,Cannibalized,forecast
2024-12-06,8.14743244634496,4.541003021562656,11.78109012402064,Cannibalized,forecast
2024-12-07,8.979797226028268,5.398828253000981,12.371705027045873,Cannibalized,forecast
2024-12-08,9.621636939630198,5.918827375246839,13.27437655583362,Cannibalized,forecast
2024-12-09,8.132720574390456,4.212057983367999,11.854487873235065,Cannibalized,forecast
2024-12-10,8.054215026262774,4.407227379875357,11.622570394984429,Cannibalized,forecast
2024-12-11,7.39296354920815,3.6934815550766475,11.079969066306822,Cannibalized,forecast
2024-12-12,7.243782835492588,3.667278425247172,11.010990571574881,Cannibalized,forecast
2024-12-13,7.557547840906803,3.722176112407895,11.41919205667433,Cannibalized,forecast
2024-12-14,8.401795505298283,4.5956624483149335,11.806288852632205,Cannibalized,forecast
2024-12-15,9.072067963767461,5.374828618404407,12.693056375846144,Cannibalized,forecast
2024-12-16,7.62772552112082,4.120738337404425,11.289980874632604,Cannibalized,forecast
2024-12-17,7.609172239120024,3.938965317678447,11.286813455616258,Cannibalized,forecast
2024-12-18,7.022148024344916,3.384857244471609,10.866431986416188,Cannibalized,forecast
2024-12-19,6.9600474245565636,3.111723250210672,10.645981620310872,Cannibalized,forecast
2024-12-20,7.372033765447242,3.8160368976542545,11.038951220014821,Cannibalized,forecast
2024-12-21,8.323679105416998,4.890690404644137,12.134045579678913,Cannibalized,forecast
2024-12-22,9.108349756883596,5.582170200492912,12.703658579307085,Cannibalized,forecast
2024-12-23,7.7830666475181145,4.259329178493423,11.433755906205159,Cannibalized,forecast
2024-12-24,7.885782244473148,4.180997177036039,11.634287831510358,Cannibalized,forecast
2024-12-25,20.616966704644312,16.867243466744522,24.259391804104137,Cannibalized,forecast
2024-12-26,7.475782166893541,4.076619391085247,10.874757778351094,Cannibalized,forecast
2024-12-27,8.000652491908857,4.40907437496779,11.478957065764881,Cannibalized,forecast
2024-12-28,9.057557600599434,5.399965986691415,12.988708504978078,Cannibalized,forecast
2024-12-29,9.937670866172947,6.434762741023484,13.470167768083867,Cannibalized,forecast
2024-12-30,8.696027605474448,5.157769192383199,12.291261668776452,Cannibalized,forecast
2024-12-31,8.868845261870685,5.061789642075731,12.715470405376184,Cannibalized,forecast
2025-01-01,8.457906936611066,4.708974633828787,12.222521699975042,Cannibalized,forecast
2025-01-02,8.552966328366944,4.72608852026052,12.534502273260369,Cannibalized,forecast
2025-01-03,9.099940700713978,5.610361438869264,12.72158698162532,Cannibalized,forecast
2025-01-04,10.161620529396734,6.309216983628164,13.550479138214776,Cannibalized,forecast
2025-01-05,11.029113983274115,7.4615345817925265,14.673945011620335,Cannibalized,forecast
2025-01-06,9.757754187315983,6.209350131591972,13.551583444117437,Cannibalized,forecast
2025-01-07,9.884409967414577,6.222175641155895,13.356883380415432,Cannibalized,forecast
2025-01-08,9.411852041297227,5.410223733604407,12.892960521799015,Cannibalized,forecast
2025-01-09,9.431133212869222,5.718706991086328,13.067603793159622,Cannibalized,forecast
2025-01-10,9.889749862935926,6.378719530833285,13.47050309420897,Cannibalized,forecast
2025-01-11,10.85231421765587,7.286298210215978,14.537756972988657,Cannibalized,forecast
2025-01-12,11.611956511736317,8.236876662883265,15.448846936975563,Cannibalized,forecast
2025-01-13,10.226186065211841,6.542081407730593,13.727514445693929,Cannibalized,forecast
2025-01-14,10.234153122611126,6.703322364660685,13.512897192490778,Cannibalized,forecast
2025-01-15,9.640964616374898,5.997666505956499,13.295699170276054,Cannibalized,forecast
2025-01-16,9.540013626542086,5.84762237978121,13.13989643995545,Cannibalized,forecast
2025-01-17,9.881091030324995,6.03880046071284,13.258918383615734,Cannibalized,forecast
2025-01-18,10.731009979297554,7.038549058102851,14.14531976956164,Cannibalized,forecast
2025-01-19,11.38496340448599,7.994517840373136,15.152578231874543,Cannibalized,forecast
2025-01-20,9.902344551900976,6.490991460361889,13.487250993907073,Cannibalized,forecast
2025-01-21,9.823973258563576,6.365824019411706,13.910737182624098,Cannibalized,forecast
2025-01-22,9.15638184951814,5.716422374541943,12.752412938797944,Cannibalized,forecast
2025-01-23,8.994120988683648,5.308890775889494,12.850843106649227,Cannibalized,forecast
2025-01-24,9.287854369105531,5.495662466028265,12.873620967530048,Cannibalized,forecast
2025-01-25,10.1049730969669,6.2323133407662645,13.818461830044686,Cannibalized,forecast
2025-01-26,10.740950009435554,7.156902178041396,14.329936786569721,Cannibalized,forecast
2025-01-27,9.255163795085897,5.536567143171444,12.699817517679707,Cannibalized,forecast
2025-01-28,9.188135327380005,5.542453708429702,12.949610002308544,Cannibalized,forecast
2025-01-29,8.54582963829924,4.743667261963267,11.85737041723779,Cannibalized,forecast
2025-01-30,8.421983273862685,4.812263365024478,12.048534981533777,Cannibalized,forecast
2025-01-31,8.76622520755122,5.131317884134906,12.110558580050991,Cannibalized,forecast
2025-02-01,9.644721359913753,5.910286219224899,13.218952736061063,Cannibalized,forecast
2025-02-02,10.351562086241433,6.9668754842331895,14.028098989123972,Cannibalized,forecast
2025-02-03,8.944621576153681,5.467799325483541,12.673504766926351,Cannibalized,forecast
2025-02-04,8.962830629997649,5.414006118828369,12.539436919495683,Cannibalized,forecast
2025-02-05,8.410515299248283,4.938864703860646,12.020363042961362,Cannibalized,forecast
2025-02-06,8.379760223354172,4.882359597708984,12.131188467516846,Cannibalized,forecast
2025-02-07,8.818563984068604,5.087631620222956,12.456262949352611,Cannibalized,forecast
2025-02-08,9.791515746503029,6.263350097156552,13.5069399346914,Cannibalized,forecast
2025-02-09,10.591211864192829,6.683457845797394,14.553242873842756,Cannibalized,forecast
2025-02-10,9.2741408176119,5.641769017405483,12.926833260145264,Cannibalized,forecast
2025-02-11,9.377977498517447,5.878401999382493,13.18115744254945,Cannibalized,forecast
2025-02-12,8.905939005003066,5.1531184216543515,12.507093513322248,Cannibalized,forecast
2025-02-13,8.94916059152038,5.390923817911375,12.370121779489386,Cannibalized,forecast
2025-02-14,9.454859041052464,5.508894729685239,12.69529656911528,Cannibalized,forecast
2025-02-15,10.487012805256796,6.657260536292374,14.195768137685418,Cannibalized,forecast
2025-02-16,11.337777789381374,7.576270705279502,15.19276632467972,Cannibalized,forecast
2025-02-17,10.063367462965427,6.307236464066064,13.667826902070438,Cannibalized,forecast
2025-02-18,10.201338718337372,6.732100079531987,13.93031731475122,Cannibalized,forecast
2025-02-19,9.754936133194203,6.291219259852018,13.544130043899566,Cannibalized,forecast
2025-02-20,9.815453836367682,6.060149253494635,13.55463512219576,Cannibalized,forecast
2025-02-21,10.3303828424911,6.842421904315584,13.907310744314044,Cannibalized,forecast
2025-02-22,11.36407382343257,7.640969762692657,14.71245604016253,Cannibalized,forecast
2025-02-23,12.209134818346623,8.543965122770276,15.725480467321207,Cannibalized,forecast
2025-02-24,10.922293171557369,7.53649580698962,14.70300312906662,Cannibalized,forecast
2025-02-25,11.041663693132897,7.3019907058981595,14.535688548789539,Cannibalized,forecast
2025-02-26,10.571076218829146,6.654804734409665,14.131551409462828,Cannibalized,forecast
2025-02-27,10.602422221924991,7.070308670578114,14.38295959632242,Cannibalized,forecast
2025-02-28,11.08378871685177,7.405134290871773,14.71800130447544,Cannibalized,forecast
2025-03-01,12.080109708570662,8.464960857422323,15.973245656322131,Cannibalized,forecast
2025-03-02,12.884554881269569,9.083598063939508,16.393989656425095,Cannibalized,forecast
2025-03-03,11.55438491070821,7.693281815101894,14.983997169720256,Cannibalized,forecast
2025-03-04,11.628215393833553,8.112026647722702,15.256207071640082,Cannibalized,forecast
2025-03-05,11.110342479131653,7.52250965559849,15.046377838483858,Cannibalized,forecast
2025-03-06,11.093089671418,7.580151349502367,14.92538796557702,Cannibalized,forecast
2025-03-07,11.524943796845887,7.775847908628699,14.963489407960243,Cannibalized,forecast
2025-03-08,12.471210064124879,8.963589256485479,16.19074166030066,Cannibalized,forecast
2025-03-09,13.225405548176788,9.89799089648148,17.178839990314888,Cannibalized,forecast
2025-03-10,11.845120078977976,8.194673229205769,15.661616859216297,Cannibalized,forecast
2025-03-11,11.869286109778201,8.011253797943295,15.480329996074998,Cannibalized,forecast
2025-03-12,11.302510227659148,7.407326449840077,15.023068052964957,Cannibalized,forecast
2025-03-13,11.23742537482119,7.912744005007873,14.74968828426001,Cannibalized,forecast
2025-03-14,11.622831391984107,8.159626843423082,15.106686926762023,Cannibalized,forecast
2025-03-15,12.524353490851437,9.022338939485762,16.13716376313198,Cannibalized,forecast
2025-03-16,13.235837710541865,9.325358572821838,16.76263419353363,Cannibalized,forecast
2025-03-17,11.815212137606212,7.849630696172624,15.32541810591151,Cannibalized,forecast
2025-03-18,11.801755336924105,8.185806012159102,15.408570256002188,Cannibalized,forecast
2025-03-19,11.200424610294972,7.521163338445913,14.893102132784898,Cannibalized,forecast
2025-03-20,11.10420318846645,7.397561504446715,14.562595749263014,Cannibalized,forecast
2025-03-21,11.462234087417356,8.208526942888696,15.173005117568064,Cannibalized,forecast
2025-03-22,12.340470433731706,8.61329512204698,16.06998827412277,Cannibalized,forecast
2025-03-23,13.033061583559622,9.650743344980564,16.636716610260944,Cannibalized,forecast
2025-03-24,11.598204146652284,8.14485333900414,15.040266838189268,Cannibalized,forecast
2025-03-25,11.57539974533754,7.9165922175529175,15.32038850380544,Cannibalized,forecast
2025-03-26,10.969772545036767,7.272033892190471,14.671079646498837,Cannibalized,forecast
2025-03-27,10.874406103930284,7.321828555014609,14.599894916789973,Cannibalized,forecast
2025-03-28,11.238467720730245,7.745620885259288,14.945064479293015,Cannibalized,forecast
2025-03-29,12.12785052323367,8.49014587823351,15.80783624215193,Cannibalized,forecast
2025-03-30,12.836553033760733,9.438306375012424,16.356777952312484,Cannibalized,forecast
2025-03-31,11.422525692316729,8.02294771373435,14.888085314596855,Cannibalized,forecast
2021-01-01,19.0,19.0,19.0,Classic Seasonal,actual
2021-01-02,32.0,32.0,32.0,Classic Seasonal,actual
2021-01-03,33.0,33.0,33.0,Classic Seasonal,actual
2021-01-04,26.0,26.0,26.0,Classic Seasonal,actual
2021-01-05,31.0,31.0,31.0,Classic Seasonal,actual
2021-01-06,29.0,29.0,29.0,Classic Seasonal,actual
2021-01-07,27.0,27.0,27.0,Classic Seasonal,actual
2021-01-08,25.0,25.0,25.0,Classic Seasonal,actual
2021-01-09,34.0,34.0,34.0,Classic Seasonal,actual
2021-01-10,35.0,35.0,35.0,Classic Seasonal,actual
2021-01-11,35.0,35.0,35.0,Classic Seasonal,actual
2021-01-12,23.0,23.0,23.0,Classic Seasonal,actual
2021-01-13,27.0,27.0,27.0,Classic Seasonal,actual
2021-01-14,30.0,30.0,30.0,Classic Seasonal,actual
2021-01-15,38.0,38.0,38.0,Classic Seasonal,actual
2021-01-16,44.0,44.0,44.0,Classic Seasonal,actual
2021-01-17,41.0,41.0,41.0,Classic Seasonal,actual
2021-01-18,36.0,36.0,36.0,Classic Seasonal,actual
2021-01-19,35.0,35.0,35.0,Classic Seasonal,actual
2021-01-20,36.0,36.0,36.0,Classic Seasonal,actual
2021-01-21,38.0,38.0,38.0,Classic Seasonal,actual
2021-01-22,39.0,39.0,39.0,Classic Seasonal,actual
2021-01-23,52.0,52.0,52.0,Classic Seasonal,actual
2021-01-24,34.0,34.0,34.0,Classic Seasonal,actual
2021-01-25,41.0,41.0,41.0,Classic Seasonal,actual
2021-01-26,34.0,34.0,34.0,Classic Seasonal,actual
2021-01-27,46.0,46.0,46.0,Classic Seasonal,actual
2021-01-28,40.0,40.0,40.0,Classic Seasonal,actual
2021-01-29,41.0,41.0,41.0,Classic Seasonal,actual
2021-01-30,49.0,49.0,49.0,Classic Seasonal,actual
2021-01-31,53.0,53.0,53.0,Classic Seasonal,actual
2021-02-01,38.0,38.0,38.0,Classic Seasonal,actual
2021-02-02,45.0,45.0,45.0,Classic Seasonal,actual
2021-02-03,37.0,37.0,37.0,Classic Seasonal,actual
2021-02-04,82.0,82.0,82.0,Classic Seasonal,actual
2021-02-05,44.0,44.0,44.0,Classic Seasonal,actual
2021-02-06,52.0,52.0,52.0,Classic Seasonal,actual
2021-02-07,62.0,62.0,62.0,Classic Seasonal,actual
2021-02-08,43.0,43.0,43.0,Classic Seasonal,actual
2021-02-09,47.0,47.0,47.0,Classic Seasonal,actual
2021-02-10,47.0,47.0,47.0,Classic Seasonal,actual
2021-02-11,45.0,45.0,45.0,Classic Seasonal,actual
2021-02-12,46.0,46.0,46.0,Classic Seasonal,actual
2021-02-13,50.0,50.0,50.0,Classic Seasonal,actual
2021-02-14,65.0,65.0,65.0,Classic Seasonal,actual
2021-02-15,36.0,36.0,36.0,Classic Seasonal,actual
2021-02-16,56.0,56.0,56.0,Classic Seasonal,actual
2021-02-17,51.0,51.0,51.0,Classic Seasonal,actual
2021-02-18,59.0,59.0,59.0,Classic Seasonal,actual
2021-02-19,44.0,44.0,44.0,Classic Seasonal,actual
2021-02-20,69.0,69.0,69.0,Classic Seasonal,actual
2021-02-21,55.0,55.0,55.0,Classic Seasonal,actual
2021-02-22,50.0,50.0,50.0,Classic Seasonal,actual
2021-02-23,59.0,59.0,59.0,Classic Seasonal,actual
2021-02-24,47.0,47.0,47.0,Classic Seasonal,actual
2021-02-25,56.0,56.0,56.0,Classic Seasonal,actual
2021-02-26,46.0,46.0,46.0,Classic Seasonal,actual
2021-02-27,65.0,65.0,65.0,Classic Seasonal,actual
2021-02-28,72.0,72.0,72.0,Classic Seasonal,actual
2021-03-01,55.0,55.0,55.0,Classic Seasonal,actual
2021-03-02,57.0,57.0,57.0,Classic Seasonal,actual
2021-03-03,48.0,48.0,48.0,Classic Seasonal,actual
2021-03-04,67.0,67.0,67.0,Classic Seasonal,actual
2021-03-05,48.0,48.0,48.0,Classic Seasonal,actual
2021-03-06,72.0,72.0,72.0,Classic Seasonal,actual
2021-03-07,64.0,64.0,64.0,Classic Seasonal,actual
2021-03-08,58.0,58.0,58.0,Classic Seasonal,actual
2021-03-09,53.0,53.0,53.0,Classic Seasonal,actual
2021-03-10,53.0,53.0,53.0,Classic Seasonal,actual
2021-03-11,41.0,41.0,41.0,Classic Seasonal,actual
2021-03-12,59.0,59.0,59.0,Classic Seasonal,actual
2021-03-13,74.0,74.0,74.0,Classic Seasonal,actual
2021-03-14,67.0,67.0,67.0,Classic Seasonal,actual
2021-03-15,63.0,63.0,63.0,Classic Seasonal,actual
2021-03-16,54.0,54.0,54.0,Classic Seasonal,actual
2021-03-17,47.0,47.0,47.0,Classic Seasonal,actual
2021-03-18,48.0,48.0,48.0,Classic Seasonal,actual
2021-03-19,57.0,57.0,57.0,Classic Seasonal,actual
2021-03-20,56.0,56.0,56.0,Classic Seasonal,actual
2021-03-21,76.0,76.0,76.0,Classic Seasonal,actual
2021-03-22,61.0,61.0,61.0,Classic Seasonal,actual
2021-03-23,59.0,59.0,59.0,Classic Seasonal,actual
2021-03-24,62.0,62.0,62.0,Classic Seasonal,actual
2021-03-25,75.0,75.0,75.0,Classic Seasonal,actual
2021-03-26,48.0,48.0,48.0,Classic Seasonal,actual
2021-03-27,82.0,82.0,82.0,Classic Seasonal,actual
2021-03-28,57.0,57.0,57.0,Classic Seasonal,actual
2021-03-29,54.0,54.0,54.0,Classic Seasonal,actual
2021-03-30,63.0,63.0,63.0,Classic Seasonal,actual
2021-03-31,60.0,60.0,60.0,Classic Seasonal,actual
2021-04-01,64.0,64.0,64.0,Classic Seasonal,actual
2021-04-02,52.0,52.0,52.0,Classic Seasonal,actual
2021-04-03,80.0,80.0,80.0,Classic Seasonal,actual
2021-04-04,55.0,55.0,55.0,Classic Seasonal,actual
2021-04-05,54.0,54.0,54.0,Classic Seasonal,actual
2021-04-06,52.0,52.0,52.0,Classic Seasonal,actual
2021-04-07,58.0,58.0,58.0,Classic Seasonal,actual
2021-04-08,66.0,66.0,66.0,Classic Seasonal,actual
2021-04-09,64.0,64.0,64.0,Classic Seasonal,actual
2021-04-10,74.0,74.0,74.0,Classic Seasonal,actual
2021-04-11,72.0,72.0,72.0,Classic Seasonal,actual
2021-04-12,49.0,49.0,49.0,Classic Seasonal,actual
2021-04-13,59.0,59.0,59.0,Classic Seasonal,actual
2021-04-14,57.0,57.0,57.0,Classic Seasonal,actual
2021-04-15,50.0,50.0,50.0,Classic Seasonal,actual
2021-04-16,56.0,56.0,56.0,Classic Seasonal,actual
2021-04-17,73.0,73.0,73.0,Classic Seasonal,actual
2021-04-18,82.0,82.0,82.0,Classic Seasonal,actual
2021-04-19,63.0,63.0,63.0,Classic Seasonal,actual
2021-04-20,41.0,41.0,41.0,Classic Seasonal,actual
2021-04-21,64.0,64.0,64.0,Classic Seasonal,actual
2021-04-22,59.0,59.0,59.0,Classic Seasonal,actual
2021-04-23,57.0,57.0,57.0,Classic Seasonal,actual
2021-04-24,81.0,81.0,81.0,Classic Seasonal,actual
2021-04-25,66.0,66.0,66.0,Classic Seasonal,actual
2021-04-26,60.0,60.0,60.0,Classic Seasonal,actual
2021-04-27,48.0,48.0,48.0,Classic Seasonal,actual
2021-04-28,59.0,59.0,59.0,Classic Seasonal,actual
2021-04-29,43.0,43.0,43.0,Classic Seasonal,actual
2021-04-30,56.0,56.0,56.0,Classic Seasonal,actual
2021-05-01,76.0,76.0,76.0,Classic Seasonal,actual
2021-05-02,73.0,73.0,73.0,Classic Seasonal,actual
2021-05-03,41.0,41.0,41.0,Classic Seasonal,actual
2021-05-04,64.0,64.0,64.0,Classic Seasonal,actual
2021-05-05,60.0,60.0,60.0,Classic Seasonal,actual
2021-05-06,59.0,59.0,59.0,Classic Seasonal,actual
2021-05-07,53.0,53.0,53.0,Classic Seasonal,actual
2021-05-08,66.0,66.0,66.0,Classic Seasonal,actual
2021-05-09,64.0,64.0,64.0,Classic Seasonal,actual
2021-05-10,57.0,57.0,57.0,Classic Seasonal,actual
2021-05-11,51.0,51.0,51.0,Classic Seasonal,actual
2021-05-12,52.0,52.0,52.0,Classic Seasonal,actual
2021-05-13,48.0,48.0,48.0,Classic Seasonal,actual
2021-05-14,58.0,58.0,58.0,Classic Seasonal,actual
2021-05-15,46.0,46.0,46.0,Classic Seasonal,actual
2021-05-16,62.0,62.0,62.0,Classic Seasonal,actual
2021-05-17,45.0,45.0,45.0,Classic Seasonal,actual
2021-05-18,45.0,45.0,45.0,Classic Seasonal,actual
2021-05-19,52.0,52.0,52.0,Classic Seasonal,actual
2021-05-20,47.0,47.0,47.0,Classic Seasonal,actual
2021-05-21,44.0,44.0,44.0,Classic Seasonal,actual
2021-05-22,65.0,65.0,65.0,Classic Seasonal,actual
2021-05-23,58.0,58.0,58.0,Classic Seasonal,actual
2021-05-24,51.0,51.0,51.0,Classic Seasonal,actual
2021-05-25,38.0,38.0,38.0,Classic Seasonal,actual
2021-05-26,44.0,44.0,44.0,Classic Seasonal,actual
2021-05-27,41.0,41.0,41.0,Classic Seasonal,actual
2021-05-28,35.0,35.0,35.0,Classic Seasonal,actual
2021-05-29,62.0,62.0,62.0,Classic Seasonal,actual
2021-05-30,54.0,54.0,54.0,Classic Seasonal,actual
2021-05-31,36.0,36.0,36.0,Classic Seasonal,actual
2021-06-01,32.0,32.0,32.0,Classic Seasonal,actual
2021-06-02,42.0,42.0,42.0,Classic Seasonal,actual
2021-06-03,35.0,35.0,35.0,Classic Seasonal,actual
2021-06-04,40.0,40.0,40.0,Classic Seasonal,actual
2021-06-05,56.0,56.0,56.0,Classic Seasonal,actual
2021-06-06,47.0,47.0,47.0,Classic Seasonal,actual
2021-06-07,36.0,36.0,36.0,Classic Seasonal,actual
2021-06-08,38.0,38.0,38.0,Classic Seasonal,actual
2021-06-09,40.0,40.0,40.0,Classic Seasonal,actual
2021-06-10,42.0,42.0,42.0,Classic Seasonal,actual
2021-06-11,29.0,29.0,29.0,Classic Seasonal,actual
2021-06-12,39.0,39.0,39.0,Classic Seasonal,actual
2021-06-13,25.0,25.0,25.0,Classic Seasonal,actual
2021-06-14,37.0,37.0,37.0,Classic Seasonal,actual
2021-06-15,37.0,37.0,37.0,Classic Seasonal,actual
2021-06-16,35.0,35.0,35.0,Classic Seasonal,actual
2021-06-17,34.0,34.0,34.0,Classic Seasonal,actual
2021-06-18,35.0,35.0,35.0,Classic Seasonal,actual
2021-06-19,41.0,41.0,41.0,Classic Seasonal,actual
2021-06-20,39.0,39.0,39.0,Classic Seasonal,actual
2021-06-21,82.0,82.0,82.0,Classic Seasonal,actual
2021-06-22,34.0,34.0,34.0,Classic Seasonal,actual
2021-06-23,27.0,27.0,27.0,Classic Seasonal,actual
2021-06-24,32.0,32.0,32.0,Classic Seasonal,actual
2021-06-25,31.0,31.0,31.0,Classic Seasonal,actual
2021-06-26,36.0,36.0,36.0,Classic Seasonal,actual
2021-06-27,37.0,37.0,37.0,Classic Seasonal,actual
2021-06-28,22.0,22.0,22.0,Classic Seasonal,actual
2021-06-29,30.0,30.0,30.0,Classic Seasonal,actual
2021-06-30,28.0,28.0,28.0,Classic Seasonal,actual
2021-07-01,21.0,21.0,21.0,Classic Seasonal,actual
2021-07-02,22.0,22.0,22.0,Classic Seasonal,actual
2021-07-03,26.0,26.0,26.0,Classic Seasonal,actual
2021-07-04,27.0,27.0,27.0,Classic Seasonal,actual
2021-07-05,21.0,21.0,21.0,Classic Seasonal,actual
2021-07-06,17.0,17.0,17.0,Classic Seasonal,actual
2021-07-07,19.0,19.0,19.0,Classic Seasonal,actual
2021-07-08,20.0,20.0,20.0,Classic Seasonal,actual
2021-07-09,22.0,22.0,22.0,Classic Seasonal,actual
2021-07-10,26.0,26.0,26.0,Classic Seasonal,actual
2021-07-11,12.0,12.0,12.0,Classic Seasonal,actual
2021-07-12,17.0,17.0,17.0,Classic Seasonal,actual
2021-07-13,20.0,20.0,20.0,Classic Seasonal,actual
2021-07-14,15.0,15.0,15.0,Classic Seasonal,actual
2021-07-15,19.0,19.0,19.0,Classic Seasonal,actual
2021-07-16,18.0,18.0,18.0,Classic Seasonal,actual
2021-07-17,18.0,18.0,18.0,Classic Seasonal,actual
2021-07-18,17.0,17.0,17.0,Classic Seasonal,actual
2021-07-19,18.0,18.0,18.0,Classic Seasonal,actual
2021-07-20,14.0,14.0,14.0,Classic Seasonal,actual
2021-07-21,15.0,15.0,15.0,Classic Seasonal,actual
2021-07-22,11.0,11.0,11.0,Classic Seasonal,actual
2021-07-23,15.0,15.0,15.0,Classic Seasonal,actual
2021-07-24,9.0,9.0,9.0,Classic Seasonal,actual
2021-07-25,13.0,13.0,13.0,Classic Seasonal,actual
2021-07-26,7.0,7.0,7.0,Classic Seasonal,actual
2021-07-27,16.0,16.0,16.0,Classic Seasonal,actual
2021-07-28,12.0,12.0,12.0,Classic Seasonal,actual
2021-07-29,11.0,11.0,11.0,Classic Seasonal,actual
2021-07-30,12.0,12.0,12.0,Classic Seasonal,actual
2021-07-31,8.0,8.0,8.0,Classic Seasonal,actual
2021-08-01,12.0,12.0,12.0,Classic Seasonal,actual
2021-08-02,5.0,5.0,5.0,Classic Seasonal,actual
2021-08-03,10.0,10.0,10.0,Classic Seasonal,actual
2021-08-04,7.0,7.0,7.0,Classic Seasonal,actual
2021-08-05,6.0,6.0,6.0,Classic Seasonal,actual
2021-08-06,7.0,7.0,7.0,Classic Seasonal,actual
2021-08-07,3.0,3.0,3.0,Classic Seasonal,actual
2021-08-08,2.0,2.0,2.0,Classic Seasonal,actual
2021-08-09,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-10,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-11,3.0,3.0,3.0,Classic Seasonal,actual
2021-08-12,1.0,1.0,1.0,Classic Seasonal,actual
2021-08-13,2.0,2.0,2.0,Classic Seasonal,actual
2021-08-14,2.0,2.0,2.0,Classic Seasonal,actual
2021-08-15,1.0,1.0,1.0,Classic Seasonal,actual
2021-08-16,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-17,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-18,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-19,2.0,2.0,2.0,Classic Seasonal,actual
2021-08-20,1.0,1.0,1.0,Classic Seasonal,actual
2021-08-21,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-22,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-23,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-24,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-25,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-26,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-27,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-28,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-29,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-30,0.0,0.0,0.0,Classic Seasonal,actual
2021-08-31,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-01,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-02,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-03,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-04,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-05,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-06,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-07,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-08,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-09,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-10,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-11,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-12,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-13,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-14,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-15,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-16,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-17,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-18,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-19,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-20,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-21,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-22,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-23,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-24,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-25,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-26,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-27,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-28,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-29,0.0,0.0,0.0,Classic Seasonal,actual
2021-09-30,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-01,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-02,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-03,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-04,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-05,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-06,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-07,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-08,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-09,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-10,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-11,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-12,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-13,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-14,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-15,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-16,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-17,0.0,0.0,0.0,Classic Seasonal,actual
2021-10-18,0.0,0.0,0.0,Classic Seasonal,actual
